context,from,to,weight
JEANS-FOR-GENES-DAY,GILLBECGCH,BECKFOOTHEAD,1
EXPERIENCE-OF-CARE-WEEK-2018,EMSSURVEYTEAM,TCADPARAMEDICS,1
DRY-JANUARY-2018,CHARLOTTEA_PR,ABPM_PR,1
MND-AWARENESS-MONTH-2018,ALEX_MORTY,SCOTRAIL,1
OCD-AWARENESS-WEEK-2018,MARCUBEY,LWBEAN,2
NATIONAL-DYSLEXIA-WEEK-2018,SENSHOWUK,DYSLEXIAACTION,2
NATIONAL-DEMENTIA-CARERS-2018,RICHARDWEBBNY,SWEETTREEHCS,1
EATING-DISORDER-AWARENESS-WEEK-2018,NATHAN_RIDLEY_,FABIENNE_07,1
NUTRITION-AND-HYDRATION-WEEK-2018,NESTAMCCLUSKEY,BCUHB,2
NO-SMOKING-DAY-2018,HWHACKNEY,SMOKEFREEHCKNY,2
WEAR-PURPLE-FOR-JIA-2018,SIMONRSTONES,WENDYTHOMSON10,1
EATING-DISORDER-AWARENESS-WEEK-2018,BECKY_1983,RDASH_CAMHS,2
CERVICAL-CANCER-PREVENTION-WEEK-2018,ACS_ILLINOIS,AMERICANCANCER,1
WEAR-PURPLE-FOR-JIA-2018,SEWMESOMETHING,STRATPARKRUN,1
EXPERIENCE-OF-CARE-WEEK-2018,JEN_TOMKINSON,MEGANEMILY90,2
NUTRITION-AND-HYDRATION-WEEK-2018,IGNASIAGELL,JODYDEN13856590,1
MND-AWARENESS-MONTH-2018,MELLI_LOUISE,VICKY_100K4MNDA,2
JEANS-FOR-GENES-DAY,DAZZA70SMITH,JEANSFORGENES,4
JEANS-FOR-GENES-DAY,MOCHISANDCREAM,JEANSFORGENES,1
MND-AWARENESS-MONTH-2018,NP_OREILLY,VICKY_100K4MNDA,2
WEAR-PURPLE-FOR-JIA-2018,ITS_ME_SARAH_S,ED_MILIBAND,2
MENS-HEALTH-WEEK-2018,RENTSTARTSPELTH,MENTALHEALTH,2
BRAIN-AWARENESS-WEEK-2018,IVANVNUK,ALZHEIMERNS,4
16-DAYS-OF-ACTION-2018,THINIMAB,LEGALWISEZA,2
CERVICAL-CANCER-PREVENTION-WEEK-2018,MANDA10110,KINGSTONHOSPNHS,2
EXPERIENCE-OF-CARE-WEEK-2018,TABMD09,UICFMR,2
16-DAYS-OF-ACTION-2018,EMILYJANECOLGAN,MATHEWJGUEST,1
16-DAYS-OF-ACTION-2018,WEARDENLOUISE,SAFELIVES_,2
MENS-HEALTH-WEEK-2018,COOLMENTORING,ANTONJGUNN,1
BRAIN-INJURY-WEEK-2018,KRISSYI0926,HEADWAYLINCS,1
STRESS-AWARENESS-DAY,DEBRALINDH,BRIAN_BILSTON,2
TIME-TO-TALK-DAY-2018,DYSLEXIAGCC,SEEMESCOTLAND,2
BRAIN-INJURY-WEEK-2018,KRISSYI0926,NRAYNSFORD,2
RARE-DISEASE-DAY-2018,MERWILSONMDA,MDANEWS,1
CARERS-WEEK-2018,FRANKANDERROL,LEUKAEMIACAREUK,1
CERVICAL-CANCER-PREVENTION-WEEK-2018,KINGSTONCCG,JOTRUST,1
WEAR-PURPLE-FOR-JIA-2018,WELLY564,NRAS_UK,3
16-DAYS-OF-ACTION-2018,JUNTOSPORLAVIDA,KAVANAGHMM,1
CERVICAL-CANCER-PREVENTION-WEEK-2018,COZBARRIER,SLOAN_KETTERING,2
OVARIAN-CANCER-AWARENESS-MONTH-2018,YOUROLDESTFAN,JNJNEWS,1
MND-AWARENESS-MONTH-2018,AH241,MNDASSOC,1
BRAIN-AWARENESS-WEEK-2018,DAVID74656,MSSOCIETYCANADA,1
MENS-HEALTH-WEEK-2018,PENASH68,CYGNETHEALTH,2
EATING-DISORDER-AWARENESS-WEEK-2018,COMMCAREWHCT,CAMHS_CEDSWORCS,2
EPILEPSY-AWARENESS-PURPLE-DAY-2018,AUXJKWOK,TORONTOPOLICE,2
NATIONAL-DYSLEXIA-WEEK-2018,TJAMESNESS,GOLEXIA,2
BRAIN-INJURY-WEEK-2018,COOLREDMAC,COLESMILLERLLP,2
TIME-TO-TALK-DAY-2018,HELENY50,FISHERS2011,2
NO-SMOKING-DAY-2018,SIMONLEMONS47,TENOVUSCANCER,2
EXPERIENCE-OF-CARE-WEEK-2018,CLAIREUNDERDOWN,CLAIREJUKESEY,1
ELF-DAY,MJBFOODSERVICE,NOTAROCARE,2
NUTRITION-AND-HYDRATION-WEEK-2018,JULIEEAU,SFHFT,2
MND-AWARENESS-MONTH-2018,CATHSHUCK,MRTOMPAYNE,2
CARERS-WEEK-2018,SUEDEWHIRST1,SUEDEWHIRST1,1
RARE-DISEASE-DAY-2018,NATALIEJHARP,REALDONALDTRUMP,1
BRAIN-AWARENESS-WEEK-2018,SHAMBA_LIN,FOXNEWS,2
NO-SMOKING-DAY-2018,YAV_SUNDERLAND,SUNDERLANDCCG,2
TIME-TO-TALK-DAY-2018,STEPHEN_JARED,PHILIPDHUME,2
NO-SMOKING-DAY-2018,SUNDERLAND_HOUR,SUNDERLANDECHO,2
NUTRITION-AND-HYDRATION-WEEK-2018,MYNAMEISANDYJ,HELENVWEAVER,4
MENS-HEALTH-WEEK-2018,YMCANORFOLK,MENTALHEALTH,2
BRAIN-INJURY-WEEK-2018,STEVEDAVID845,PICLAIMSLAW,1
WEAR-PURPLE-FOR-JIA-2018,INSA_MRWE,SAMJC1976,2
NATIONAL-DYSLEXIA-WEEK-2018,MRSMATHIA,THINKPIX_SUZE,2
DEMENTIA-ACTION-WEEK-2018,SOUTHENDFUN,LOZZIERAIN,1
MENTAL-HEALTH-AWARENESS-WEEK-2018,PATRICIASINGLET,ALYSETOBLER,2
DEMENTIA-ACTION-WEEK-2018,MAGICMEARTS,ROYALOPERAHOUSE,1
OVARIAN-CANCER-AWARENESS-MONTH-2018,EATONRIFLES1,ADAMSANDLER,1
16-DAYS-OF-ACTION-2018,EMILYJANECOLGAN,TYNEWEARCITIZEN,1
BRAIN-INJURY-WEEK-2018,HARRIETBROOKS89,NOVUMLAW,3
EXPERIENCE-OF-CARE-WEEK-2018,SAMSHERRINGTON,MDRUMM88,2
NATIONAL-DYSLEXIA-WEEK-2018,SOMEONESSUPERH1,TES,2
MENTAL-HEALTH-AWARENESS-WEEK-2018,BARTANDREWS,1OF2VICS,1
MENS-HEALTH-WEEK-2018,SWAGGERSCANMIA,CDCSTD,2
CERVICAL-CANCER-PREVENTION-WEEK-2018,HAVERINGLIBDEMS,HAVERINGCCG,2
JEANS-FOR-GENES-DAY,DEIRDREDONOVA12,UKGENERALGROUP,2
MND-AWARENESS-MONTH-2018,PETERSUTTON81,QSPRIVATEHEALTH,4
ELF-DAY,HWWILTS,AWPNHS,2
NUTRITION-AND-HYDRATION-WEEK-2018,JANETBOOKLADY,BSNA_UK,2
WEAR-PURPLE-FOR-JIA-2018,DRDRSAGAR,VERSUSARTHRITIS,1
OVARIAN-CANCER-AWARENESS-MONTH-2018,NIKKIMACMILLAN2,IMPERIALNHS,1
BRAIN-AWARENESS-WEEK-2018,ELIZABETH_MODEL,RCNDARCY,1
WEAR-PURPLE-FOR-JIA-2018,JIA_MATTERS,SAMJC1976,2
DEMENTIA-ACTION-WEEK-2018,MASON4233,WHOSESHOES,2
BRAIN-AWARENESS-WEEK-2018,PJS18463750,HHSGOV,2
MND-AWARENESS-MONTH-2018,BRIDGETCUDDIHY,RUNMND,2
EATING-DISORDER-AWARENESS-WEEK-2018,FERALWRANGLER,MCXDERMOTT,8
DEMENTIA-ACTION-WEEK-2018,SOUTHENDFUN,DEMENTIAFRIENDS,1
ELF-DAY,ALZSOCLONDON,ALZSOCLONDON,2
NATIONAL-DYSLEXIA-WEEK-2018,AADDUK,SOUNDCUBE,2
NO-SMOKING-DAY-2018,DJAMESON_HH,HALTONHOUSING,2
OCD-AWARENESS-WEEK-2018,ROBONAVI,LWBEAN,2
EPILEPSY-AWARENESS-PURPLE-DAY-2018,YOKOKO8280,GBLAGDEN,1
ELF-DAY,ALZSOCSWENGLAND,ALZHEIMERSSOC,1
NUTRITION-AND-HYDRATION-WEEK-2018,WARDLEYGATECARE,CELECKO,2
WEAR-PURPLE-FOR-JIA-2018,DEBBIE_FEARON,ARTHRITISRUK,1
ELF-DAY,BEBADASS12,PRIYANKACHOPRA,1
16-DAYS-OF-ACTION-2018,GARYHULME1812,DOGSTRUST,2
DEMENTIA-ACTION-WEEK-2018,ACDELION,COMICSGRID,2
WEAR-PURPLE-FOR-JIA-2018,RUTHWYLLIE1,KCCAKES_KPEGG,2
CARERS-WEEK-2018,JANEDANFORTH,FAMILYWORK123,4
STRESS-AWARENESS-DAY,MRBENVIRGO,CLARE_FORSHAW,1
DRY-JANUARY-2018,CIARANGEAROID,OLDWESLEYRFC,1
NUTRITION-AND-HYDRATION-WEEK-2018,MYNAMEISANDYJ,SREEPURVILLAGE,2
16-DAYS-OF-ACTION-2018,EARLGREY39_LISA,SURVIVORS_SPEAK,1
NUTRITION-AND-HYDRATION-WEEK-2018,MYNAMEISANDYJ,WILLOWDALERH,2
WEAR-PURPLE-FOR-JIA-2018,THE_EVIL_BARBIE,VERSUSARTHRITIS,1
STRESS-AWARENESS-DAY,HELLOLINLA,CRISISTEXTLINE,2
NATIONAL-DYSLEXIA-WEEK-2018,TUCKER_DJ,SOUNDCUBE,2
NATIONAL-DEMENTIA-CARERS-2018,FLOFFLACH,HEALTHUNLOCKED,2
CERVICAL-CANCER-PREVENTION-WEEK-2018,DRCAROLINEG,GP_UPDATE,2
NUTRITION-AND-HYDRATION-WEEK-2018,LYNNEBROOKES4,EMMAWILEY16,2
EATING-DISORDER-AWARENESS-WEEK-2018,REBECCA_MACL,SA_RAPRESTON,2
STRESS-AWARENESS-DAY,ANNIECAMB,MUSEUM_WELLNESS,2
NUTRITION-AND-HYDRATION-WEEK-2018,MYNAMEISANDYJ,HILL_KARENHILL3,2
NATIONAL-DYSLEXIA-WEEK-2018,HERON_PAT,UNISONLEARNING,2
TIME-TO-TALK-DAY-2018,THELACEYLONDON,PHILIPDHUME,2
EATING-DISORDER-AWARENESS-WEEK-2018,LIZMONAGHAN5,YOUNGMINDSUK,2
CARERS-WEEK-2018,THEPOEMERUK,CARERSUK,1
WEAR-PURPLE-FOR-JIA-2018,LISCORDINGLEY,JIA_NRAS,1
EPILEPSY-AWARENESS-PURPLE-DAY-2018,DCD728,GBLAGDEN,2
WEAR-PURPLE-FOR-JIA-2018,TOPMARKNORWICH,GARETHYASSIN,1
OCD-AWARENESS-WEEK-2018,MEOWAAAAAA,LWBEAN,2
EPILEPSY-AWARENESS-PURPLE-DAY-2018,MBEPILEPSY,IRISHLIFE,1
MND-AWARENESS-MONTH-2018,QSPRIVATEHEALTH,DRNIKSHARMA,2
BRAIN-AWARENESS-WEEK-2018,MANIEBOSMAN,KATYDEC,1
NUTRITION-AND-HYDRATION-WEEK-2018,MYNAMEISANDYJ,TARRYNKI,2
OCD-AWARENESS-WEEK-2018,DRDANPSYCH,REGINEGALANTI,2
NUTRITION-AND-HYDRATION-WEEK-2018,GROGANMANDY,CLAIRENEALEDCHS,2
EXPERIENCE-OF-CARE-WEEK-2018,SAMGOLDBERGNHS,HILARYFRAYNE,2
OVARIAN-CANCER-AWARENESS-MONTH-2018,EATONRIFLES1,VERUCOR,2
EATING-DISORDER-AWARENESS-WEEK-2018,ALIMDONE,BEATED,6
WEAR-PURPLE-FOR-JIA-2018,CHARL_LOWE1,LITTLESTARS2008,3
OCD-AWARENESS-WEEK-2018,0BECOMINGX,LWBEAN,2
WEAR-PURPLE-FOR-JIA-2018,PENNY_THOMPSON,ED_MILIBAND,2
ELF-DAY,PC_VD_DEEWANI,NICKJONAS,1
BRAIN-AWARENESS-WEEK-2018,MHALL55NINE,UOR_LIFESCIENCE,1
NATIONAL-DYSLEXIA-WEEK-2018,EMERSONPARKENG,BOOKTRUST,2
EATING-DISORDER-AWARENESS-WEEK-2018,H75HANNAH,JOSIEJO_T,2
NUTRITION-AND-HYDRATION-WEEK-2018,MYNAMEISANDYJ,MTWLTHTR,1
MENTAL-HEALTH-AWARENESS-WEEK-2018,ANTONYBUTCHER,KAY_SKA,2
NUTRITION-AND-HYDRATION-WEEK-2018,MYNAMEISANDYJ,WHIPPSCROSSHOSP,3
EXPERIENCE-OF-CARE-WEEK-2018,ANNJAMESNHS,CLAIREJUKESY,1
EATING-DISORDER-AWARENESS-WEEK-2018,FERALWRANGLER,DREMCNAUGHT,6
16-DAYS-OF-ACTION-2018,BECAUSEIMAMANZW,UNFPA_ZIMBABWE,4
EATING-DISORDER-AWARENESS-WEEK-2018,HALTONCARERS,ALLONTHEBOARD,2
OCD-AWARENESS-WEEK-2018,OFFTLME,LWBEAN,2
EPILEPSY-AWARENESS-PURPLE-DAY-2018,BSHANAHANLIB,BSHANAHANLIB,1
ELF-DAY,AC_ARCHITECTS,ALZHEIMERSSOC,1
EPILEPSY-AWARENESS-PURPLE-DAY-2018,EPILEPSYSWO,ZENCOPTPS,1
JEANS-FOR-GENES-DAY,ALMIGHTYOVER25S,MRSANNETWIST,2
NO-SMOKING-DAY-2018,BLENHEIMCDP,DAWS_LONDON,2
DEMENTIA-ACTION-WEEK-2018,JAYNIEBROUGHTON,RAMSDENSCOP,1
MENTAL-HEALTH-AWARENESS-WEEK-2018,_THEREALSIUL,HEADS_TOGETHER,1
OVARIAN-CANCER-AWARENESS-MONTH-2018,HARSHKOHLI09,NHSENGLAND,2
JEANS-FOR-GENES-DAY,PAYNEXWANG,JEANSFORGENES,1
STRESS-AWARENESS-DAY,MAJ_CATASTROPHE,FLETCHERWDSU,1
EPILEPSY-AWARENESS-PURPLE-DAY-2018,SAMDOWNIE,SAMDOWNIE,2
STRESS-AWARENESS-DAY,QUEENSOFWARRIOR,TERRIIRWIN,2
NUTRITION-AND-HYDRATION-WEEK-2018,CWMTAFDIETETICS,JO_WILLIAMS80,1
16-DAYS-OF-ACTION-2018,ANNADJINN,EVAWUK,3
RARE-DISEASE-DAY-2018,OBISHOP4800,RAREDISEASES,2
CARERS-WEEK-2018,NNPCF,NHSENGLAND,2
CERVICAL-CANCER-PREVENTION-WEEK-2018,DERARTZT_AMA,MAYOCANCERCARE,2
NUTRITION-AND-HYDRATION-WEEK-2018,RBILTCLIFFE,SARAHMO1985,4
BRAIN-AWARENESS-WEEK-2018,PMCGIL43,MERCAPTOR1,2
NO-SMOKING-DAY-2018,WVVC304,SEN_JOEMANCHIN,1
MENS-HEALTH-WEEK-2018,CLAIRE02295,BENSUPPORT4AUTO,2
MENS-HEALTH-WEEK-2018,AJTODDY02,YOUNGMINDSUK,2
MENTAL-HEALTH-AWARENESS-WEEK-2018,FSJENNER,MOLLY3186,1
BRAIN-INJURY-WEEK-2018,LBLAWPI,HEADWAYUK,2
WEAR-PURPLE-FOR-JIA-2018,RHEUMJNL,ED_MILIBAND,2
TIME-TO-TALK-DAY-2018,KIZIMPULSE,BASICNEEDSINTL,2
NUTRITION-AND-HYDRATION-WEEK-2018,TILLYBOSS,TILLYBOSS,1
BRAIN-INJURY-WEEK-2018,HEADWAYLINCS,NRAYNSFORD,2
NATIONAL-DEMENTIA-CARERS-2018,SUTTONCARERS,ALZHEIMERSSOC,4
EPILEPSY-AWARENESS-PURPLE-DAY-2018,NDPAPC,ONTARIONDP,2
NO-SMOKING-DAY-2018,HELENMCAVOY2,PUBLICHEALTHNI,2
WEAR-PURPLE-FOR-JIA-2018,WELLY564,EM4680,2
OVARIAN-CANCER-AWARENESS-MONTH-2018,JULIEMARIONMAC,FELICITYBARRTV,2
MENS-HEALTH-WEEK-2018,JOHANNASK,OCHWW,1
CARERS-WEEK-2018,MYNAMEISANDYJ,EQUALNOTTS,1
CARERS-WEEK-2018,ANNATHAME,THESNP,2
BRAIN-INJURY-WEEK-2018,BODAGALLON,PHIL_WOODFORD,1
MND-AWARENESS-MONTH-2018,AJDIVEDED,NICKGOLDUP1,2
NUTRITION-AND-HYDRATION-WEEK-2018,RACHEL_SANSBURY,EARLEYTRACY,5
BRAIN-INJURY-WEEK-2018,KAREN_CUNDY,MIMSDAVIES,1
EXPERIENCE-OF-CARE-WEEK-2018,THEINFOCENTER,SEASONSHOSPICE,2
BRAIN-INJURY-WEEK-2018,KAREN_CUNDY,MIKEHILLMP,1
JEANS-FOR-GENES-DAY,STILESJARRY1D,MRSANNETWIST,2
DEMENTIA-ACTION-WEEK-2018,JAC88KNIGHT,TOMDAINTY8,1
STRESS-AWARENESS-DAY,RICHBAYLEY80,ARISSOTIRELIS,1
EATING-DISORDER-AWARENESS-WEEK-2018,NATMMOM,EMIFORLOVE,2
CARERS-WEEK-2018,LIVINGWITHLEN5,HAPPYLITTLEHUGH,2
CERVICAL-CANCER-PREVENTION-WEEK-2018,STEFANANASTASE3,JOTRUST,1
RARE-DISEASE-DAY-2018,SCOTTROUDEBUSH,PEARLJAM,2
EATING-DISORDER-AWARENESS-WEEK-2018,CARRIEMAISIE,KELTC,2
16-DAYS-OF-ACTION-2018,SDINNOVATION,DEFYHATENOW,1
EATING-DISORDER-AWARENESS-WEEK-2018,CRAZYNUTTA,DREMCNAUGHT,2
STRESS-AWARENESS-DAY,SUSANMU0,LEEDSLIBRARIES,2
STRESS-AWARENESS-DAY,MUPPET1221,ESCFROMREALITY,2
EATING-DISORDER-AWARENESS-WEEK-2018,HOPEVIRGO,HOPEVIRGO,1
JEANS-FOR-GENES-DAY,DIRECTIIONER94,MRSANNETWIST,2
MENS-HEALTH-WEEK-2018,HEALTHPOLICYNEW,THEATLHEALTH,2
CARERS-WEEK-2018,EDITH_CONN,GM_HSC,2
STRESS-AWARENESS-DAY,RICHBAYLEY80,RICHBAYLEY80,1
NO-SMOKING-DAY-2018,GAZELLE80,NIDIRECT,2
RARE-DISEASE-DAY-2018,ALANSCHENKEL,RAREDISEASES,2
EATING-DISORDER-AWARENESS-WEEK-2018,JMW3CAT,JAMESLDOWNS,2
MENTAL-HEALTH-AWARENESS-WEEK-2018,AMELIAKOSMINSKY,JAMESMELVILLE,2
EATING-DISORDER-AWARENESS-WEEK-2018,RMORLEY74,HAPPIFULHQ,2
ELF-DAY,GMPROJECTS2017,LEIGHGENESISJNR,1
NATIONAL-DYSLEXIA-WEEK-2018,RASHBRJ,LANCSHOSPHANDWB,1
ELF-DAY,ALZHEIMERSSOC,NISARETAIL,1
EXPERIENCE-OF-CARE-WEEK-2018,PUNC14JULIE,CLAIREJUKESEY,1
RARE-DISEASE-DAY-2018,MEDIAJERNYC,CHELSEACLINTON,2
NO-SMOKING-DAY-2018,DJCACT,HOSGREENWICH,2
STRESS-AWARENESS-DAY,SG_AAP,USFWS,2
16-DAYS-OF-ACTION-2018,ERAAUSTRALIA,GIRLGUIDESWA,2
BRAIN-AWARENESS-WEEK-2018,SOLDESAONA,NEUROTWEEPS,2
ELF-DAY,ALZSOCEMIDLANDS,STANDARDBOSTON,1
MND-AWARENESS-MONTH-2018,JOBOLEECE,BADVERTISER,2
TIME-TO-TALK-DAY-2018,MARTHODGSON,LCB_BUILDING,2
DRY-JANUARY-2018,TOFFEEPIGLET,31DOVER,2
NUTRITION-AND-HYDRATION-WEEK-2018,MYNAMEISANDYJ,GTSCOLLINS,2
DEMENTIA-ACTION-WEEK-2018,FACEFRONTUK,ARTS4DEMENTIA,1
EXPERIENCE-OF-CARE-WEEK-2018,STFRANCISTTN,STFRANCISTTN,1
16-DAYS-OF-ACTION-2018,JENNYGEEBEE,LYNSEYJFENNERS,2
EATING-DISORDER-AWARENESS-WEEK-2018,CLINPSYCHKATIE,PENNYRED,2
MENTAL-HEALTH-AWARENESS-WEEK-2018,ISHTASHUTE,JAMESMELVILLE,2
OCD-AWARENESS-WEEK-2018,THEODORASEE,LWBEAN,2
NUTRITION-AND-HYDRATION-WEEK-2018,MYNAMEISANDYJ,NHWEEK,3
MENTAL-HEALTH-AWARENESS-WEEK-2018,1OF2VICS,NATIONALCOUNCIL,1
NUTRITION-AND-HYDRATION-WEEK-2018,MYNAMEISANDYJ,EARLEYTRACY,15
DRY-JANUARY-2018,MELJAYNEW,ELEMENTALPAUL,1
RARE-DISEASE-DAY-2018,KJILLY,RAREDISEASES,2
CERVICAL-CANCER-PREVENTION-WEEK-2018,ISSYDACTYL,SCOUSE_MA,2
OCD-AWARENESS-WEEK-2018,THE_QUEERCOUSIN,LWBEAN,2
EXPERIENCE-OF-CARE-WEEK-2018,RBHCARECREW,HERRINGS18,2
NUTRITION-AND-HYDRATION-WEEK-2018,CWMTAFPODIATRY,CWMTAF,1
DRY-JANUARY-2018,EILSTAYPOSITIVE,SEEDLIPDRINKS,1
MND-AWARENESS-MONTH-2018,KYLARAVS,MRTOMPAYNE,2
MND-AWARENESS-MONTH-2018,PWEDG,SCOTRAIL,1
EATING-DISORDER-AWARENESS-WEEK-2018,REBECCA_MACL,BEATED,4
MENS-HEALTH-WEEK-2018,SUNSHINEEMZ,HSELIVE,2
NO-SMOKING-DAY-2018,PSL_HAMPSHIRE,EDPDRUGALCOHOL,2
NUTRITION-AND-HYDRATION-WEEK-2018,BYKERHALLCARE,FELLINGATECARE,2
NATIONAL-DEMENTIA-CARERS-2018,MLMANLEY1,ALZHEIMERSSOC,4
ELF-DAY,SUSIDEMI93,PCSDRAG0N,2
JEANS-FOR-GENES-DAY,CHRISHATTON29,BPCOLLINSLAW,2
OVARIAN-CANCER-AWARENESS-MONTH-2018,MILTHORPROGER,BETHFRATESMD,2
TIME-TO-TALK-DAY-2018,MORAGBCK260,2020COMMS,2
NATIONAL-DEMENTIA-CARERS-2018,PELHAMHOUSE123,ALZHEIMERSSOC,4
NO-SMOKING-DAY-2018,JENNY_SPRING,NPA1921,2
BRAIN-AWARENESS-WEEK-2018,AWILKIE72,EUNEUROLOGY,1
NO-SMOKING-DAY-2018,NLCYOUTHWORK,LANDEDPEER,2
MENTAL-HEALTH-AWARENESS-WEEK-2018,A1471,SAEEDDANIEL,2
BRAIN-INJURY-WEEK-2018,KELLYMCGUIRECOP,SLATERGORDONUK,1
CERVICAL-CANCER-PREVENTION-WEEK-2018,SELBYGP,VALEOFYORKCCG,2
TIME-TO-TALK-DAY-2018,NEUTRALBRIT,2020COMMS,6
DEMENTIA-ACTION-WEEK-2018,ROYLILLEY,GBTPO,2
EXPERIENCE-OF-CARE-WEEK-2018,NEGUSJENNIE,EJJAMES82,1
BRAIN-INJURY-WEEK-2018,NORFOLKWHEADWAY,HATCHBRENNER,1
NO-SMOKING-DAY-2018,PHE_EASTMIDS,MYVISIONMATTERS,2
EPILEPSY-AWARENESS-PURPLE-DAY-2018,BSYNGAP,BSYNGAP,2
EXPERIENCE-OF-CARE-WEEK-2018,CHANDACHACON,TERRISONGER,4
MENTAL-HEALTH-AWARENESS-WEEK-2018,JONCON77,HATTTIEGLADWELL,2
BRAIN-AWARENESS-WEEK-2018,AMYREID87,JESSE_JOHNSTON,1
EPILEPSY-AWARENESS-PURPLE-DAY-2018,PITUFINALOPEZ,CARMENMORIGINAL,2
16-DAYS-OF-ACTION-2018,ANGELIDM,UN_WOMEN,2
STRESS-AWARENESS-DAY,MYLUNAROSE1,WOODLANDTRUST,2
OCD-AWARENESS-WEEK-2018,KAZ1702,POSITIVEPAGE_,2
BRAIN-AWARENESS-WEEK-2018,MARCIASANTOSSAD,GDUNNART,1
ELF-DAY,ALZSOCNWENGLAND,CRYSTALLEGAL,2
RARE-DISEASE-DAY-2018,BOLTGRRL,CHELSEACLINTON,2
16-DAYS-OF-ACTION-2018,EMILYJANECOLGAN,PROJSHILOH,2
ELF-DAY,PALMYRASCHOOLS,LINGLEAVEELEM,2
EATING-DISORDER-AWARENESS-WEEK-2018,_MACKENZIEHUNT_,MARLA_MORILLO,2
STRESS-AWARENESS-DAY,THEREALKHAYLACW,CRISISTEXTLINE,2
JEANS-FOR-GENES-DAY,INGRIDDAMASSA,MRSANNETWIST,2
MND-AWARENESS-MONTH-2018,BRIDGETCUDDIHY,NICKGOLDUP1,2
16-DAYS-OF-ACTION-2018,BECAUSEIMAMANZW,UN_WOMEN,4
16-DAYS-OF-ACTION-2018,LOOKBEYONDLOOKS,UNHABITATAFG,2
JEANS-FOR-GENES-DAY,FAISALGHULAM93,VOICEOFISLAMUK,4
TIME-TO-TALK-DAY-2018,FULLCIRCLE_PLAY,HIDDENTHEATRECO,1
CARERS-WEEK-2018,MYNAMEISANDYJ,JOANNA_RAPSON,2
CERVICAL-CANCER-PREVENTION-WEEK-2018,1CERVICAL,JOTRUST,2
RARE-DISEASE-DAY-2018,SELVISVISION,TPTGENERAL,2
DRY-JANUARY-2018,MELJAYNEW,FIERCEBEER,1
ELF-DAY,MADDIE4MUSIC,NJCHUK,2
TIME-TO-TALK-DAY-2018,EMMBURTS,BSGLTD,2
RARE-DISEASE-DAY-2018,NERDYGUARDIANS,CHANGEHATTR,1
RARE-DISEASE-DAY-2018,CFAWARE,CFFSCHROEDER,2
CARERS-WEEK-2018,TEENAP4,NHSENGLAND,2
NUTRITION-AND-HYDRATION-WEEK-2018,MYNAMEISANDYJ,MBAKER35,2
OVARIAN-CANCER-AWARENESS-MONTH-2018,FRANCE155,CR_UK,2
TIME-TO-TALK-DAY-2018,WILLOWSTL,J7_MISS_W,2
JEANS-FOR-GENES-DAY,NOMENCHANX,VP,1
JEANS-FOR-GENES-DAY,_NIALLER_XOXO__,1DFABNDA,2
WEAR-PURPLE-FOR-JIA-2018,PRABHK88,CAMBRIDGE_UNI,1
NUTRITION-AND-HYDRATION-WEEK-2018,PAULREY75103702,EARLEYTRACY,2
OVARIAN-CANCER-AWARENESS-MONTH-2018,ROBINSCOHEN,VALISIALEKAE,1
EPILEPSY-AWARENESS-PURPLE-DAY-2018,EPILEPSYSWO,SUPTD41ANDD42,1
NUTRITION-AND-HYDRATION-WEEK-2018,MYNAMEISANDYJ,KATEAMY72,1
ELF-DAY,MARKBRADBURY16,THESOVRANGROUP,2
BRAIN-INJURY-WEEK-2018,SOULINDIVISION2,ISSA_BLOM,1
NATIONAL-DYSLEXIA-WEEK-2018,LAURA_PETTIFAR,NHSUK,2
16-DAYS-OF-ACTION-2018,WHATNEWSSCIENCE,LDNVICTIMSCOMM,2
NUTRITION-AND-HYDRATION-WEEK-2018,MYNAMEISANDYJ,RDHRESPIRATORY,3
JEANS-FOR-GENES-DAY,PIGSCANFLYBABY,JEANSFORGENES,1
MND-AWARENESS-MONTH-2018,MNDASSOC,HELPING_HANDSUK,2
NO-SMOKING-DAY-2018,SANDRAPYCOCK,BIGWOODPAULINE,2
WEAR-PURPLE-FOR-JIA-2018,KHP_OC94,ED_MILIBAND,2
MENTAL-HEALTH-AWARENESS-WEEK-2018,KAMI_VILLARREAL,LIVERPOOLFEDS,2
OVARIAN-CANCER-AWARENESS-MONTH-2018,LILDESERTAPT,CHRISTYSTUCKER,2
WEAR-PURPLE-FOR-JIA-2018,DRDRSAGAR,ED_MILIBAND,1
EXPERIENCE-OF-CARE-WEEK-2018,UIHEALTH,UICFMR,2
MENTAL-HEALTH-AWARENESS-WEEK-2018,EUANTENNANT1,JAMESMELVILLE,2
ELF-DAY,UNITED4ALLAGES,ALZHEIMERSSOC,1
BRAIN-AWARENESS-WEEK-2018,ORGOSTIA,NEUROSCIENCE,2
16-DAYS-OF-ACTION-2018,PAM_CH7,TARANABURKE,1
MENS-HEALTH-WEEK-2018,ZIZIOSAMA2GMAIL,MHALL55NINE,2
DRY-JANUARY-2018,CHARLOTTEA_PR,ZOEDAREHALL,1
MENS-HEALTH-WEEK-2018,VERONICAEEMLYN,THRIVEAPPSUK,2
OVARIAN-CANCER-AWARENESS-MONTH-2018,SLAGGERIFICAL,TWIBBON,2
DEMENTIA-ACTION-WEEK-2018,LUZIAALICE_,ALLONTHEBOARD,2
